Row.names	WT1	WT2	WT4	SH1	SH2	SH3	SH4	SH5
Sostdc1	0	2	1	0	0	0	0	0
Sowaha	0	0	0	0	0	0	0	0
Sowahb	0	0	0	0	0	0	0	0
Sowahc	394	409	217	434	526	593	510	376
Sowahd	0	0	0	0	0	1	0	0
Sox1	0	0	1	0	0	0	0	0
Sox10	0	0	0	0	0	0	3	0
Sox11	1	5	13	0	0	4	1	1
Sox12	11	14	17	3	7	5	7	8
Sox13	4	15	3	15	11	30	9	14
Sox14	0	0	0	0	0	0	0	0
Sox15	0	0	3	0	2	0	1	0
Sox17	14	22	11	21	15	17	26	33
Sox18	27	51	37	39	40	45	67	47
Sox2	210	188	170	652	886	694	649	469
Sox21	0	0	0	0	0	0	0	0
Sox3	0	0	0	0	0	0	0	0
Sox30	0	1	0	0	0	0	0	0
Sox4	1091	1126	612	1670	1392	2176	1287	1450
Sox5	3	3	6	3	0	5	1	3
Sox6	2	0	4	1	0	1	1	2
Sox7	16	29	20	22	26	32	35	20
Sox8	0	1	0	0	0	1	0	0
Sox9	332	296	415	328	397	885	267	337
Sp1	2570	2918	1514	2708	2990	3270	2774	2611
Sp100	1413	1525	1549	742	1354	1429	742	727
Sp110	739	854	733	393	627	707	322	319
Sp140	580	759	608	369	550	526	322	284
Sp2	293	291	174	178	229	170	199	162
Sp3	2632	2811	1100	3639	3611	3698	2905	3202
Sp4	185	161	70	187	218	301	141	145
Sp5	0	0	0	0	0	1	0	0
Sp6	0	0	0	0	0	0	0	0
Sp7	2	3	0	0	0	2	0	0
Sp8	0	1	1	0	0	0	0	0
Sp9	0	0	0	0	0	0	1	0
Spa17	14	13	35	12	17	25	9	15
Spaar	4	12	6	15	4	2	4	8
Spaca1	3	1	1	1	5	1	3	3
Spaca3	0	0	0	0	0	0	0	0
Spaca4	0	0	1	0	0	0	1	0
Spaca5	0	0	0	1	0	0	0	0
Spaca6	1528	882	438	1292	1535	1885	1453	1057
Spaca7	0	0	0	0	0	0	0	0
Spaca9	12	13	15	5	8	4	3	7
Spacdr	900	1036	1149	705	824	893	929	758
Spag1	181	104	71	183	201	204	198	223
Spag11a	0	0	0	0	0	0	0	0
Spag11b	0	0	0	0	0	0	0	0
Spag16	0	1	2	0	0	0	1	1
Spag17	0	0	1	0	1	0	0	0
Spag4	11	16	20	27	33	20	23	19
Spag5	980	1070	732	968	962	791	710	787
Spag6	5	8	2	7	9	11	3	3
Spag6l	0	0	0	0	0	0	0	1
Spag7	976	1329	1123	1218	1029	912	805	941
Spag8	3	2	2	2	4	0	2	3
Spag9	3427	2989	1333	2510	2924	3056	2477	2220
Spam1	0	0	0	0	0	0	0	0
Sparc	7689	9275	10679	4280	5360	3779	6309	4904
Sparcl1	401	506	187	583	434	512	542	667
Spast	862	808	452	729	821	733	810	745
Spata1	104	98	62	151	122	143	98	83
Spata13	340	372	176	351	414	536	249	328
Spata16	0	0	0	0	0	0	0	0
Spata17	8	2	4	9	3	3	2	8
Spata18	0	0	0	0	0	0	0	0
Spata19	0	0	0	0	0	0	0	0
Spata2	433	413	302	405	461	434	447	344
Spata20	0	0	0	0	0	0	0	0
Spata21	0	0	1	5	2	0	0	1
Spata22	1	0	0	2	4	2	1	2
Spata24	11	11	5	12	9	29	13	10
Spata25	3	1	0	1	0	1	1	0
Spata2l	23	17	16	15	30	24	15	13
Spata3	0	0	0	0	0	0	0	0
Spata31	0	0	0	0	0	0	0	0
Spata31d1a	0	0	0	0	0	0	0	0
Spata31d1b	1	1	0	1	0	0	0	0
Spata31d1c	0	0	0	0	0	0	0	0
Spata31d1d	0	0	0	0	0	1	0	0
Spata32	0	0	0	0	1	0	0	1
Spata33	16	22	7	27	27	31	21	19
Spata4	0	0	1	0	0	0	0	0
Spata45	3	0	0	0	0	3	1	0
Spata46	0	0	0	0	0	1	0	0
Spata48	3	1	1	2	0	0	0	0
Spata5	469	528	322	658	508	508	540	582
Spata5l1	315	271	230	313	360	317	312	283
Spata6	708	831	506	737	739	708	528	608
Spata6l	26	18	18	34	29	35	11	9
Spata7	117	171	121	193	161	130	109	90
Spata9	20	16	19	31	23	28	20	21
Spatc1	10	8	3	5	13	9	11	13
Spatc1l	1	0	0	0	0	0	0	0
Spats1	9	15	3	22	36	26	11	22
Spats2	943	1085	886	935	991	823	843	917
Spats2l	39	60	178	11	53	33	13	17
Spc24	501	637	500	585	423	275	406	468
Spc25	982	1293	1017	1574	1364	1138	981	1496
Spcs1	2181	2702	2373	3012	2320	2240	2055	2378
Spcs2	2476	2893	2366	2259	2176	2009	2101	2020
Spcs3	3726	4075	2187	3730	3485	2886	3296	3316
Spdef	1	2	0	0	0	5	2	0
Spdl1	433	508	247	397	339	337	250	423
Spdya	16	24	5	45	21	31	16	18
Spdye4a	1	2	0	2	1	3	2	0
Spdye4b	0	0	0	0	0	0	0	0
Spdye4c	0	0	0	0	0	0	0	0
Specc1	1790	2186	1734	1835	2036	1651	1423	1409
Specc1l	1168	1057	714	875	1000	1050	1007	899
Speer1	0	3	2	0	0	0	0	0
Speer2	0	0	0	0	0	0	0	0
Speer3	5	5	7	0	1	3	1	4
Speer4a	0	0	0	1	0	0	0	0
Speer4b	0	0	0	0	0	0	0	0
Speer4c	0	1	0	2	2	3	2	2
Speer4d	0	1	0	6	2	4	0	1
Speer4e	1	0	0	4	1	5	0	1
Speer4f1	0	0	0	0	0	0	0	0
Speer4f2	0	0	0	0	0	0	0	0
Spef1	120	143	242	140	176	161	227	129
Spef1l	1	0	3	2	1	1	3	2
Spef2	4	6	2	1	4	5	5	4
Speg	17	24	98	9	3	10	6	7
Spem1	0	0	0	0	0	0	1	0
Spem2	0	0	0	0	0	0	1	0
Spem3	0	0	0	0	0	1	0	0
Spen	682	651	288	803	898	864	880	615
Spertl	0	0	0	0	0	0	0	0
Spesp1	0	0	0	0	0	0	0	0
Spg11	368	325	132	401	435	455	389	325
Spg20	1121	1229	1028	1164	1115	1201	1103	1220
Spg21	1416	1692	1854	1517	1516	1647	1245	1219
Spg7	708	780	831	560	620	571	601	509
Sphk1	10	29	40	16	17	8	9	17
Sphk2	301	313	406	285	277	274	321	234
Sphkap	0	0	0	0	0	0	0	0
Spi1	689	908	682	409	494	434	373	360
Spib	78	56	49	24	41	83	58	58
Spic	7	5	22	7	6	9	2	3
Spice1	401	355	240	342	347	399	396	341
Spidr	555	600	428	822	799	1181	580	677
Spin1	1700	1750	999	1335	1527	1764	1486	1287
Spin2c	3	2	6	2	5	3	5	2
Spin2d	0	0	0	0	0	0	0	0
Spin2e	0	0	0	0	0	0	0	0
Spin2f	0	0	0	0	0	0	0	0
Spin2g	0	0	0	0	0	0	0	0
Spin4	161	118	55	227	220	220	184	178
Spindoc	324	372	441	330	286	337	263	243
Spink1	0	0	0	0	0	0	0	0
Spink10	0	0	4	2	6	5	1	1
Spink11	0	0	0	0	0	0	0	0
Spink12	0	0	0	0	1	0	0	0
Spink13	0	0	0	0	0	0	0	0
Spink14	0	0	0	0	0	0	0	0
Spink2	5	12	10	4	7	6	3	1
Spink4	1	0	2	2	0	0	0	2
Spink5	0	0	0	0	17	0	0	0
Spink6	0	0	1	0	0	0	0	0
Spink7	0	0	0	0	0	0	0	0
Spink8	0	0	1	0	1	0	0	0
Spinkl	0	0	0	0	0	0	0	0
Spint1	4	6	4	1	7	4	4	2
Spint2	28	28	65	25	22	26	26	17
Spint3	0	0	0	0	0	0	0	0
Spint4	0	0	0	0	0	0	0	1
Spint5	0	0	0	0	0	0	0	0
Spire1	282	288	217	264	254	300	290	198
Spire2	612	788	925	682	849	584	845	615
Spn	1072	1160	925	1056	1160	1065	945	942
Spns1	347	303	345	363	369	386	410	315
Spns2	859	976	683	320	456	283	737	460
Spns3	165	188	368	56	95	49	70	79
Spo11	10	7	8	14	3	8	6	4
Spocd1	4	5	10	1	10	4	8	9
Spock1	1	0	1	0	0	0	0	0
Spock2	5	8	9	20	10	18	12	4
Spock3	0	0	0	0	0	0	0	0
Spon1	107	175	225	65	114	112	82	110
Spon2	104	152	134	154	153	342	100	94
Spop	4020	4107	2214	2952	3254	3268	3087	3046
Spopfm1	0	0	0	0	0	0	0	0
Spopfm2	0	0	0	0	0	0	0	0
Spopfm3	0	0	0	0	0	0	0	0
Spopl	717	677	353	817	845	842	729	749
Spout1	364	385	432	457	388	341	443	397
Spp1	30437	32518	26709	84132	73666	75953	44322	54481
Spp2	0	0	0	0	0	0	0	0
Sppl2a	2944	3203	1566	2962	3098	3089	2244	2536
Sppl2b	324	313	351	342	330	246	379	283
Sppl2c	0	0	0	0	0	0	0	0
Sppl3	663	626	637	540	630	717	606	435
Spr	715	779	1354	587	551	545	556	597
Spred1	2314	2462	1140	2369	2531	2798	2609	2566
Spred2	816	816	503	729	835	857	780	636
Spred3	649	507	449	526	661	785	612	454
Spring1	274	272	246	308	262	300	266	233
Sprn	2	1	0	0	0	0	0	0
Sprr1a	1	2	1	0	3	0	0	0
Sprr1b	0	0	0	0	2	0	0	0
Sprr2a1	0	0	0	0	2	0	0	0
Sprr2a2	0	0	0	0	0	0	0	0
Sprr2a3	0	0	0	0	8	0	0	0
Sprr2b	0	0	0	0	3	0	0	0
Sprr2d	0	0	0	0	2	0	0	0
Sprr2e	0	0	0	0	0	0	0	0
Sprr2f	0	0	0	0	2	0	0	0
Sprr2g	0	0	0	0	0	0	0	0
Sprr2h	0	0	0	0	0	0	0	0
Sprr2i	0	0	0	0	0	0	0	0
Sprr2j-ps	0	0	0	0	0	0	0	0
Sprr2k	0	0	0	0	0	0	0	0
Sprr3	0	0	0	0	0	0	0	0
Sprr4	0	0	0	0	0	0	0	0
Sprtn	534	532	289	495	488	404	473	433
Spry1	15	27	12	31	25	8	21	32
Spry2	499	463	332	464	506	415	531	346
Spry4	1477	1128	782	1451	1625	1854	1533	1582
Spryd3	769	940	930	893	836	764	797	757
Spryd4	203	211	160	222	194	186	159	165
Spryd7	526	651	380	684	602	558	478	512
Spsb1	433	351	301	641	439	359	487	621
Spsb2	167	165	202	161	146	187	141	95
Spsb3	13	12	12	15	17	14	18	16
Spsb4	1	2	7	1	0	0	1	1
Spta1	0	0	3	0	0	0	2	7
Sptan1	5571	5037	3990	5987	6841	6669	6136	5353
Sptb	4	9	4	13	10	12	7	8
Sptbn1	5904	5012	2740	6331	7531	6909	6297	5752
Sptbn2	80	62	29	129	117	108	82	79
Sptbn4	8	5	8	6	4	7	5	8
Sptbn5	10	0	3	1	1	5	3	2
Sptlc1	991	884	635	936	923	953	760	763
Sptlc2	1458	1817	1455	1578	1418	1379	1243	1148
Sptlc3	0	0	0	0	0	0	1	0
Sptssa	1053	1363	907	898	784	772	848	845
Sptssb	0	0	0	0	0	0	0	0
Spty2d1	631	597	354	535	554	578	466	388
Spx	23	13	6	23	18	28	26	32
Spz1	0	0	0	0	0	0	0	0
Sqle	1663	1758	1486	1188	2292	1636	1701	1868
Sqor	370	460	398	524	548	547	260	302
Sqstm1	6522	7390	7885	8277	6749	8957	5546	3889
Sra1	877	1078	1457	1179	968	950	847	834
Srarp	1	0	0	0	0	0	0	0
Srbd1	695	838	585	711	670	694	791	640
Src	801	799	924	668	864	752	766	571
Srcap	20	9	9	23	18	32	16	22
Srcin1	4	4	2	0	2	7	2	5
Srd5a1	83	93	107	92	88	84	86	99
Srd5a2	0	0	2	0	0	0	1	0
Srd5a3	574	624	658	529	544	461	480	453
Srebf1	1629	1500	1409	804	1195	877	996	739
Srebf2	2231	2283	2477	1545	2513	2055	2186	1833
Srek1	1272	1066	671	1501	1549	1579	1122	1264
Srek1ip1	605	743	650	697	654	532	495	574
Srf	468	584	657	578	608	514	665	444
Srfbp1	454	476	429	698	477	478	542	519
Srgap1	8	12	5	7	8	9	10	22
Srgap2	1484	1453	1053	1280	1283	1572	1181	1126
Srgap3	188	165	260	280	359	232	321	191
Srgn	1944	3250	2633	2241	1741	1967	1144	1256
Sri	4556	6725	5491	4019	3524	3538	3393	3523
Srl	85	88	59	117	129	115	80	94
Srm	1723	2187	3531	1880	1832	1338	2060	1724
Srms	0	0	0	0	0	0	0	0
Srp14	1125	1338	1285	1600	1232	1359	1275	1357
Srp19	1123	1472	1192	1383	1134	1102	1127	1288
Srp54a	2	3	1	2	2	8	4	4
Srp54b	61	57	45	39	46	41	31	47
Srp54c	308	456	255	576	436	393	426	349
Srp68	1820	1973	2018	1437	1427	1346	1380	1176
Srp72	3605	4142	2653	3690	3488	3255	3083	3173
Srp9	1465	2046	1392	1517	1138	1391	1178	1355
Srpk1	2625	2749	2649	3255	2706	2408	2552	2341
Srpk2	1002	1047	466	1175	1198	1119	1013	1010
Srpk3	4	0	3	2	1	1	0	1
Srpr	2267	2218	1742	1654	1892	1511	2066	1542
Srprb	884	882	1022	705	752	647	786	618
Srpx	39	46	37	19	16	11	22	24
Srpx2	19	22	23	26	7	3	5	18
Srr	188	173	87	183	159	193	130	111
Srrd	53	55	86	77	67	58	70	53
Srrm1	2904	3043	1996	3789	3449	3492	3041	2767
Srrm2	7309	6052	3824	6995	7529	7733	7077	5216
Srrm3	0	1	6	4	4	4	0	1
Srrm4	22	17	6	25	24	15	19	10
Srrt	2414	2521	2384	2835	2561	2455	2902	2572
Srsf1	6785	7037	3597	6130	6039	5720	6187	6328
Srsf10	3841	3706	1819	4805	4150	4003	3711	4090
Srsf11	2455	2210	1244	2988	2614	2897	2359	2341
Srsf12	0	0	2	1	0	0	1	1
Srsf2	3084	2920	1386	3025	2908	2878	2476	2541
Srsf3	7614	8824	5648	8787	7320	6695	6758	7809
Srsf4	263	243	103	263	242	237	253	202
Srsf5	7390	6598	3259	10247	8097	7979	5493	6026
Srsf6	5531	5186	3732	6307	5368	5407	5081	5097
Srsf7	3856	4125	3062	4210	3852	3616	3694	3894
Srsf9	974	1245	1656	809	895	765	1026	886
Srsy	0	0	0	0	0	0	0	0
Srxn1	993	1168	1343	1481	1370	1313	1088	1101
Sry	0	0	0	0	0	0	0	0
Ss18	1064	1058	656	1109	1062	1184	1131	924
Ss18l1	138	118	116	126	162	165	114	124
Ss18l2	172	237	183	271	178	202	175	234
Ssb	3851	4837	1605	7053	5503	4856	3977	5421
Ssbp1	1175	1503	1078	1495	1208	1027	1035	1233
Ssbp2	576	589	462	644	599	615	430	469
Ssbp3	629	690	615	572	531	521	627	504
Ssbp4	450	587	793	365	449	315	420	326
Ssc4d	58	57	84	72	45	61	34	41
Ssc5d	295	223	266	160	192	144	242	146
Ssh1	633	630	674	515	635	662	668	454
Ssh2	1387	1042	382	757	1008	1105	1045	1037
Ssh3	186	158	96	109	151	153	120	76
Ssmem1	1	3	2	8	1	4	3	6
Ssna1	1002	1151	1677	1142	939	929	995	1225
Sspn	357	286	214	365	439	400	367	353
Sspo	0	0	3	4	2	2	0	1
Ssr1	5179	5610	3248	5630	5509	4805	4562	4695
Ssr2	2240	2869	3285	1558	1452	1039	1671	1363
Ssr3	11947	13328	6531	12270	11296	10485	10603	11333
Ssr4	2640	3157	3793	2842	1996	1987	2092	2255
Ssrp1	5316	5937	6846	5621	5689	5085	5285	5177
Sst	0	1	0	0	0	0	0	0
Sstr1	0	0	1	0	1	0	0	0
Sstr2	2	5	1	1	2	0	2	0
Sstr3	0	1	0	0	0	0	0	0
Sstr4	0	0	0	0	0	0	0	0
Sstr5	0	0	0	2	0	0	0	0
Ssty1	0	0	0	0	0	0	0	0
Ssty2	0	0	0	0	0	0	0	0
Ssu2	0	1	0	0	0	0	0	0
Ssu72	628	849	629	858	637	529	468	509
Ssx2ip	693	862	443	550	658	635	697	671
Ssx9	0	0	0	0	0	0	0	0
Ssxa1	0	0	0	0	0	0	0	0
Ssxb1	0	0	0	0	0	0	0	0
Ssxb10	0	0	0	0	0	0	0	0
Ssxb2	0	0	0	0	0	0	0	0
Ssxb3	0	0	0	0	0	0	0	0
Ssxb5	0	0	0	1	0	0	0	0
Ssxb6	0	0	0	0	0	0	0	0
Ssxb8	0	0	0	0	0	0	0	0
Ssxb9	0	0	0	0	0	0	0	0
St13	4342	5461	4501	5712	5256	5244	4683	5138
St14	13	20	19	10	23	21	16	7
St18	19	26	8	9	14	7	7	7
St3gal1	1433	1440	1159	1440	1568	1471	1438	1396
St3gal2	674	646	651	500	658	650	665	474
St3gal3	194	201	295	180	183	173	240	181
St3gal4	628	644	538	454	481	355	426	396
St3gal5	42	67	41	40	31	31	21	31
St3gal6	353	474	239	412	438	452	359	469
St6gal1	196	197	52	103	138	150	215	147
St6gal2	0	0	0	0	0	0	0	0
St6galnac1	0	1	0	0	0	0	0	0
St6galnac2	6	7	0	9	0	4	5	4
St6galnac3	3	5	9	6	3	6	5	5
St6galnac4	469	569	705	458	455	408	462	353
St6galnac5	4	4	4	1	4	0	1	2
St6galnac6	475	507	520	646	583	632	452	538
St7	337	376	300	300	275	225	269	240
St7l	684	648	563	640	699	654	757	674
St8sia1	5	2	2	7	0	2	0	0
St8sia2	0	2	0	0	0	0	1	1
St8sia3	0	0	0	0	0	0	0	0
St8sia4	311	271	82	180	265	252	187	234
St8sia5	0	0	0	2	0	0	0	0
St8sia6	10	28	9	10	14	13	8	12
Stab1	3050	2562	1615	2066	2114	2198	3306	2464
Stab2	5	8	14	2	17	8	5	7
Stac	0	0	0	1	0	1	2	0
Stac2	15	17	40	9	7	14	16	5
Stac3	23	17	33	16	22	19	39	29
Stag1	1448	1638	869	1561	1785	1706	1431	1525
Stag2	1573	1627	723	1600	1685	1895	1296	1567
Stag3	21	13	15	22	9	18	15	13
Stam	1138	937	701	1253	1189	1551	1131	1109
Stam2	1074	1085	633	1193	1085	1190	956	941
Stambp	559	567	384	557	530	562	416	406
Stambpl1	109	175	121	94	92	97	93	106
Stap1	52	83	38	54	54	59	32	39
Stap2	121	77	74	47	45	30	26	41
Star	95	87	55	131	122	93	82	91
Stard10	11	14	32	28	11	4	10	11
Stard13	591	517	323	590	603	674	537	534
Stard3	540	517	505	291	345	302	351	319
Stard3nl	808	1018	704	689	695	660	583	688
Stard4	1001	1035	536	737	1159	1179	875	1235
Stard5	204	184	146	239	260	212	157	159
Stard6	47	54	46	75	42	60	44	60
Stard7	1419	1413	974	1717	1387	1382	1468	1511
Stard8	487	403	171	268	232	224	407	413
Stard9	665	404	155	610	709	830	579	537
Stat1	1290	1641	1863	683	950	841	507	445
Stat2	1386	1198	1624	615	1178	1134	632	545
Stat3	2194	2137	1575	1569	1885	1954	1373	1133
Stat4	33	35	23	16	17	25	7	11
Stat5a	107	149	106	95	94	111	82	70
Stat5b	802	815	538	547	608	610	554	447
Stat6	2144	2351	1877	2074	2201	1997	2041	1681
Stau1	1510	1471	1304	1437	1530	1434	1448	1243
Stau2	623	729	358	567	554	616	437	486
Stbd1	58	119	84	92	47	105	70	64
Stc1	74	92	77	151	111	100	79	80
Stc2	139	162	118	118	116	76	110	107
Steap1	1961	2810	2508	1604	1290	1202	986	996
Steap2	7011	8687	5649	4733	5261	4965	4077	4272
Steap3	121	143	111	80	83	93	80	84
Steap4	46	78	57	46	28	40	45	42
Steep1	610	651	296	781	597	668	542	632
Stfa1	0	0	4	0	0	0	0	0
Stfa2	0	1	5	0	2	0	0	1
Stfa2l1	0	11	40	10	1	12	2	2
Stfa3	0	0	2	0	60	0	0	0
Stil	324	345	175	326	307	278	282	313
Stim1	722	677	578	486	618	581	651	498
Stim2	1322	1388	811	1100	1433	1056	1437	948
Stimate	260	255	271	231	213	209	215	163
Sting1	1233	1252	1253	707	905	927	651	794
Stip1	3896	5028	5369	5114	4937	4414	5133	4369
Stk10	759	687	413	466	518	498	512	397
Stk11	1183	1334	1452	1013	1108	1153	1270	940
Stk11ip	361	417	324	389	356	471	303	290
Stk16	806	914	937	886	866	783	823	745
Stk17b	1401	1565	696	1337	1330	1498	890	1352
Stk19	494	440	407	616	463	483	466	363
Stk24	1211	1403	1090	1361	1593	1467	1259	1045
Stk25	1315	1311	1215	1198	1243	1577	1259	1071
Stk26	58	48	31	35	39	42	23	26
Stk3	1351	1658	921	1648	1605	1389	1274	1589
Stk31	0	0	0	0	0	0	0	1
Stk32a	4	5	6	2	6	8	10	3
Stk32b	0	0	0	0	0	0	3	0
Stk32c	16	12	20	10	8	13	7	7
Stk33	0	0	0	0	0	0	0	0
Stk35	597	529	267	619	713	685	622	575
Stk36	28	41	23	40	60	64	39	46
Stk38	1569	1337	758	1582	1615	1702	1448	1390
Stk38l	364	397	326	588	534	583	339	400
Stk39	112	144	120	155	121	88	95	77
Stk4	1089	1046	530	1067	1156	1250	1035	1029
Stk40	631	681	624	532	649	618	594	419
Stkld1	6	6	1	3	5	6	5	3
Stmn1	1603	2252	1936	2081	1956	1545	1786	1605
Stmn2	4	0	1	4	8	1	0	301
Stmn3	0	0	1	1	8	0	1	1
Stmn4	2	1	2	3	4	3	0	0
Stmnd1	0	0	0	0	0	0	0	0
Stn1	1665	1927	2235	2280	2134	1845	1661	1790
Stom	1333	1559	972	1142	1278	1391	964	876
Stoml1	417	367	390	392	436	468	297	312
Stoml2	1149	1715	1494	1757	1304	1176	1173	1302
Stoml3	0	0	1	0	0	0	0	0
Ston1	384	326	61	582	422	514	585	494
Ston2	7	9	3	9	15	16	10	13
Stox1	2	5	0	2	3	2	1	2
Stox2	21	10	12	10	16	5	11	12
Stpg1	0	0	0	0	0	0	0	0
Stpg2	1	0	2	0	1	0	0	1
Stpg3	1	0	0	0	0	0	0	2
Stpg4	0	0	1	1	0	3	0	0
Stra6	21	6	13	14	9	55	4	20
Stra6l	8	16	9	9	9	8	0	7
Stra8	3	1	3	0	0	0	0	0
Strada	411	467	401	360	340	304	266	244
Stradb	255	292	218	238	251	279	286	270
Strap	4706	5806	4352	5271	4697	4365	4268	5271
Strbp	643	693	484	660	689	681	702	651
Strc	1	0	1	0	0	1	0	1
Strip1	773	893	923	775	724	707	701	605
Strip2	29	19	5	10	11	10	16	9
Strit1	0	0	0	0	0	0	0	0
Strn	1033	982	432	1019	1083	1114	1048	997
Strn3	1212	1123	570	1353	1268	1603	1366	1189
Strn4	1702	1768	1711	1496	1648	1589	1544	1228
Stt3a	4159	4229	2938	4447	4060	3792	3671	3638
Stt3b	2964	3103	2741	2993	2883	2678	2855	2418
Stub1	403	468	518	485	462	375	428	350
Stum	1	0	1	0	0	0	0	0
Stx11	93	157	100	142	135	119	93	82
Stx12	1626	2045	1212	2083	1669	1719	1525	1661
Stx16	1531	1159	820	1632	1598	1854	1605	1488
Stx17	815	733	417	796	812	801	751	653
Stx18	275	368	373	337	354	273	268	279
Stx19	1	0	1	0	1	0	0	0
Stx1a	240	210	163	262	219	297	262	216
Stx1b	11	14	9	7	15	9	7	15
Stx2	1097	1283	1181	1033	1134	1043	1071	893
Stx3	245	237	205	193	214	287	176	175
Stx4a	1481	1539	1700	1555	1546	1574	1356	1302
Stx5a	699	773	534	751	792	757	656	662
Stx6	520	670	454	515	522	671	455	402
Stx7	1148	1326	795	1050	1054	1230	1081	1044
Stx8	528	710	864	585	444	467	369	366
Stxbp1	820	821	666	725	879	1041	721	615
Stxbp2	369	427	304	276	256	228	213	223
Stxbp3	1028	1269	561	1350	1187	1590	1111	1195
Stxbp4	281	226	122	248	223	355	237	223
Stxbp5	559	483	271	609	653	744	597	497
Stxbp5l	0	1	4	1	0	0	0	1
Stxbp6	20	13	3	10	0	3	18	10
Styk1	422	289	357	458	618	575	384	414
Styx	343	285	95	345	329	332	345	342
Styxl1	10	10	19	10	16	8	2	4
Styx-ps	42	31	26	31	37	60	40	31
Sub1	2349	3103	2338	2559	2136	1808	2046	2795
Sucla2	1009	1293	673	1294	1059	890	889	1129
Suclg1	1355	1548	1448	1418	1180	1102	1090	1217
Suclg2	2408	2655	2228	2305	2180	2168	1966	2010
Sucnr1	0	0	0	1	0	0	0	0
Suco	617	677	305	648	752	1080	594	632
Suds3	1522	1927	2193	1673	1571	1471	1595	1528
Sufu	564	598	501	495	514	476	558	417
Sugct	32	15	6	13	16	16	13	18
Sugp1	647	686	553	714	669	659	595	462
Sugp2	413	329	265	414	449	436	371	282
Sugt1	1840	2365	1913	2343	1888	1766	1593	1872
Sulf1	161	201	79	100	102	55	87	153
Sulf2	229	222	71	238	164	100	192	181
Sult1a1	47	33	21	37	8	20	58	65
Sult1b1	0	0	0	0	0	0	3	0
Sult1c1	0	0	0	0	0	0	0	0
Sult1c2	0	0	2	0	1	0	0	0
Sult1d1	0	0	0	0	0	0	0	0
Sult1e1	0	0	0	0	0	1	0	0
Sult2a1	0	0	0	0	0	0	0	0
Sult2a2	0	0	0	0	0	0	0	0
Sult2a3	0	0	0	0	0	0	0	0
Sult2a4	0	0	0	0	0	0	0	0
Sult2a5	0	0	0	0	0	0	0	0
Sult2a6	0	0	0	0	0	0	0	0
Sult2a7	0	0	0	0	0	0	0	0
Sult2a8	0	0	0	0	0	0	0	0
Sult2b1	5	3	15	15	8	4	3	11
Sult3a1	0	0	2	0	0	3	0	0
Sult3a2	0	0	0	0	0	0	0	0
Sult4a1	0	1	0	0	0	1	0	0
Sult5a1	0	4	2	7	6	5	7	12
Sult6b1	11	7	4	11	11	4	6	3
Sult6b2	0	1	0	0	0	0	1	0
Sumf1	797	900	574	763	737	696	699	661
Sumf2	20	47	19	32	21	17	17	21
Sumo1	2682	3833	2642	3292	2610	2921	2217	2838
Sumo2	2746	3584	2328	3307	2615	2337	2191	2563
Sumo3	1995	2423	2192	2542	2241	2239	2128	1920
Sun1	1572	1540	946	1292	1703	1428	1786	1278
Sun2	1240	1464	1256	1056	1227	1105	1169	856
Sun3	0	0	0	0	0	0	0	0
Sun5	0	0	0	0	0	0	0	0
Suox	1377	1486	1689	1927	1981	1124	1718	1408
Supt16	1492	1482	447	1600	1660	1374	1468	1575
Supt20	1603	1509	882	2054	1763	2307	1691	1821
Supt3	372	461	834	358	437	363	407	295
Supt4a	984	1354	1409	927	681	793	691	750
Supt5	2086	2030	1921	2124	2093	1995	1952	1468
Supt6	1990	1883	1602	1595	1628	1642	1538	1207
Supt7l	213	270	183	236	215	209	197	184
Supv3l1	406	464	464	480	446	381	397	387
Surf1	448	487	557	616	497	514	388	424
Surf2	515	494	623	830	633	575	573	608
Surf4	4101	4054	4887	3384	3878	2957	3520	2643
Surf6	522	502	382	525	481	421	471	442
Susd1	22	23	18	15	13	17	21	23
Susd2	8	24	25	4	7	7	11	7
Susd3	82	119	63	29	60	68	59	35
Susd4	0	1	1	2	3	0	3	0
Susd5	0	0	0	0	1	0	1	0
Susd6	1443	1292	728	1549	1499	1873	1461	1083
Suv39h1	563	583	637	558	576	494	506	522
Suv39h2	303	311	236	345	267	228	275	345
Suz12	1984	2280	914	1561	1675	1797	1476	1624
Sv2a	17	17	7	5	18	36	7	13
Sv2b	0	0	0	0	0	0	0	0
Sv2c	0	3	2	2	1	1	2	1
Sva	0	0	0	0	0	0	0	0
Sval1	0	0	0	0	0	0	0	0
Sval2	0	0	0	0	0	0	0	0
Sval3	0	0	0	0	0	0	0	0
Svbp	299	377	373	278	243	217	250	227
Svep1	54	96	70	33	38	9	47	49
Svil	933	745	424	620	654	836	861	766
Svip	33	36	18	13	13	25	8	12
Svop	0	0	1	0	0	0	0	0
Svopl	1	4	1	0	0	2	0	3
Svs3a	0	0	0	0	0	0	0	0
Svs3b	0	0	0	0	0	0	0	0
Svs4	0	0	0	0	0	0	0	0
Svs5	0	0	0	0	0	0	0	0
Svs6	0	0	0	0	0	0	0	0
Swap70	673	679	493	690	840	803	743	546
Swi5	2644	3281	3173	3732	3016	2861	2838	2972
Swsap1	160	134	166	136	156	92	124	102
Swt1	338	328	207	326	280	498	300	366
Syap1	1349	1482	887	1499	1402	1548	1175	1319
Sybu	102	94	30	221	212	189	131	139
Syce1	0	0	0	33	0	0	0	0
Syce1l	3	3	1	2	1	2	0	1
Syce2	59	100	62	71	59	53	51	50
